"Name","Id","Description","Type","AssignmentsCount","AssignableScopesCount","AssignableScopesMG","AssignableScopes","DataRelated","RoleAssWriteCapable","Actions","NotActions","DataActions","NotDataActions"
"Domain Services Reader","361898ef-9ed1-48c2-849c-a832951106bb","Can view Azure AD Domain Services and related network configurations","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Resources/deployments/read; Microsoft.Resources/deployments/operations/read; Microsoft.Resources/deployments/operationstatuses/read; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Insights/AlertRules/Read; Microsoft.Insights/AlertRules/Incidents/Read; Microsoft.AAD/domainServices/read; Microsoft.AAD/domainServices/oucontainer/read; Microsoft.AAD/domainServices/OutboundNetworkDependenciesEndpoints/read; Microsoft.AAD/domainServices/providers/Microsoft.Insights/diagnosticSettings/read; Microsoft.AAD/domainServices/providers/Microsoft.Insights/logDefinitions/read; Microsoft.Network/virtualNetworks/read; Microsoft.Network/virtualNetworks/subnets/read; Microsoft.Network/virtualNetworks/virtualNetworkPeerings/read; Microsoft.Network/virtualNetworks/providers/Microsoft.Insights/diagnosticSettings/read; Microsoft.Network/virtualNetworks/providers/Microsoft.Insights/metricDefinitions/read; Microsoft.Network/azureFirewalls/read; Microsoft.Network/ddosProtectionPlans/read; Microsoft.Network/loadBalancers/read; Microsoft.Network/loadBalancers/*/read; Microsoft.Network/natGateways/read; Microsoft.Network/networkInterfaces/read; Microsoft.Network/networkSecurityGroups/defaultSecurityRules/read; Microsoft.Network/networkSecurityGroups/read; Microsoft.Network/networkSecurityGroups/securityRules/read; Microsoft.Network/routeTables/read; Microsoft.Network/routeTables/routes/read","","",""
"EventGrid Contributor","1e241071-0855-49ea-94dc-649edcd759de","Lets you manage EventGrid operations.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.EventGrid/*; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","",""
"EventGrid Data Sender","d5a91429-5739-47e2-a06b-3470a27159e7","Allows send access to event grid events.","Builtin","0","","","/","true","False","Microsoft.Authorization/*/read; Microsoft.EventGrid/topics/read; Microsoft.EventGrid/domains/read; Microsoft.EventGrid/partnerNamespaces/read; Microsoft.Resources/subscriptions/resourceGroups/read","","Microsoft.EventGrid/events/send/action",""
"EventGrid EventSubscription Contributor","428e0ff0-5e57-4d9c-a221-2c70d0e0a443","Lets you manage EventGrid event subscription operations.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.EventGrid/eventSubscriptions/*; Microsoft.EventGrid/topicTypes/eventSubscriptions/read; Microsoft.EventGrid/locations/eventSubscriptions/read; Microsoft.EventGrid/locations/topicTypes/eventSubscriptions/read; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","",""
"EventGrid EventSubscription Reader","2414bbcf-6497-4faf-8c65-045460748405","Lets you read EventGrid event subscriptions.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.EventGrid/eventSubscriptions/read; Microsoft.EventGrid/topicTypes/eventSubscriptions/read; Microsoft.EventGrid/locations/eventSubscriptions/read; Microsoft.EventGrid/locations/topicTypes/eventSubscriptions/read; Microsoft.Resources/subscriptions/resourceGroups/read","","",""
"Experimentation Administrator","7f646f1b-fa08-80eb-a33b-edd6ce5c915c","Experimentation Administrator","Builtin","0","","","/","true","False","Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Experimentation/experimentWorkspaces/read","","Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/admin/action; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/read; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/write; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/delete; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/experimentadmin/action; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/experiment/action; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/emergencystop/action; Microsoft.Experimentation/experimentWorkspaces/read; Microsoft.Experimentation/experimentWorkspaces/write; Microsoft.Experimentation/experimentWorkspaces/delete; Microsoft.Experimentation/experimentWorkspaces/admin/action; Microsoft.Experimentation/experimentWorkspaces/metricwrite/action; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/metricwrite/action",""
"Experimentation Contributor","7f646f1b-fa08-80eb-a22b-edd6ce5c915c","Experimentation Contributor","Builtin","0","","","/","true","False","Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Experimentation/experimentWorkspaces/read","","Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/read; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/write; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/delete; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/experiment/action; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/emergencystop/action; Microsoft.Experimentation/experimentWorkspaces/read; Microsoft.Experimentation/experimentWorkspaces/write; Microsoft.Experimentation/experimentWorkspaces/delete",""
"Experimentation Metric Contributor","6188b7c9-7d01-4f99-a59f-c88b630326c0","Allows for creation, writes and reads to the metric set via the metrics service APIs.","Builtin","0","","","/","true","False","Microsoft.Experimentation/experimentWorkspaces/read","","Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/read; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/metricwrite/action; Microsoft.Experimentation/experimentWorkspaces/metricwrite/action; Microsoft.Experimentation/experimentWorkspaces/read",""
"Experimentation Reader","49632ef5-d9ac-41f4-b8e7-bbe587fa74a1","Experimentation Reader","Builtin","0","","","/","true","False","Microsoft.Experimentation/experimentWorkspaces/read","","Microsoft.Experimentation/experimentWorkspaces/read; Microsoft.Experimentation/experimentWorkspaces/experimentationGroups/read",""
"FHIR Data Contributor","5a1fc7df-4bf1-4951-a576-89034ee01acd","Role allows user or principal full access to FHIR Data","Builtin","0","","","/","true","False","","","Microsoft.HealthcareApis/services/fhir/resources/*; Microsoft.HealthcareApis/workspaces/fhirservices/resources/*",""
"FHIR Data Converter","a1705bd2-3a8f-45a5-8683-466fcfd5cc24","Role allows user or principal to convert data from legacy format to FHIR","Builtin","0","","","/","true","False","","","Microsoft.HealthcareApis/services/fhir/resources/convertData/action; Microsoft.HealthcareApis/workspaces/fhirservices/resources/convertData/action",""
"FHIR Data Exporter","3db33094-8700-4567-8da5-1501d4e7e843","Role allows user or principal to read and export FHIR Data","Builtin","0","","","/","true","False","","","Microsoft.HealthcareApis/services/fhir/resources/read; Microsoft.HealthcareApis/services/fhir/resources/export/action; Microsoft.HealthcareApis/workspaces/fhirservices/resources/read; Microsoft.HealthcareApis/workspaces/fhirservices/resources/export/action",""
"FHIR Data Reader","4c8d0bbc-75d3-4935-991f-5f3c56d81508","Role allows user or principal to read FHIR Data","Builtin","0","","","/","true","False","","","Microsoft.HealthcareApis/services/fhir/resources/read; Microsoft.HealthcareApis/workspaces/fhirservices/resources/read",""
"FHIR Data Writer","3f88fce4-5892-4214-ae73-ba5294559913","Role allows user or principal to read and write FHIR Data","Builtin","0","","","/","true","False","","","Microsoft.HealthcareApis/services/fhir/resources/*; Microsoft.HealthcareApis/workspaces/fhirservices/resources/*","Microsoft.HealthcareApis/services/fhir/resources/hardDelete/action; Microsoft.HealthcareApis/workspaces/fhirservices/resources/hardDelete/action"
"Grafana Admin","22926164-76b3-42b3-bc55-97df8dab3e41","Built-in Grafana admin role","Builtin","0","","","/","true","False","","","Microsoft.Dashboard/grafana/ActAsGrafanaAdmin/action",""
"Grafana Editor","a79a5197-3a5c-4973-a920-486035ffd60f","Built-in Grafana Editor role","Builtin","0","","","/","true","False","","","Microsoft.Dashboard/grafana/ActAsGrafanaEditor/action",""
"Grafana Viewer","60921a7e-fef1-4a43-9b16-a26c52ad4769","Built-in Grafana Viewer role","Builtin","0","","","/","true","False","","","Microsoft.Dashboard/grafana/ActAsGrafanaViewer/action",""
"Graph Owner","b60367af-1334-4454-b71e-769d9a4f83d9","Create and manage all aspects of the Enterprise Graph - Ontology, Schema mapping, Conflation and Conversational AI and Ingestions","Builtin","0","","","/","false","False","Microsoft.EnterpriseKnowledgeGraph/services/conflation/read; Microsoft.EnterpriseKnowledgeGraph/services/conflation/write; Microsoft.EnterpriseKnowledgeGraph/services/sourceschema/read; Microsoft.EnterpriseKnowledgeGraph/services/sourceschema/write; Microsoft.EnterpriseKnowledgeGraph/services/knowledge/read; Microsoft.EnterpriseKnowledgeGraph/services/knowledge/write; Microsoft.EnterpriseKnowledgeGraph/services/intentclassification/read; Microsoft.EnterpriseKnowledgeGraph/services/intentclassification/write; Microsoft.EnterpriseKnowledgeGraph/services/ingestion/read; Microsoft.EnterpriseKnowledgeGraph/services/ingestion/write; Microsoft.EnterpriseKnowledgeGraph/services/ontology/read; Microsoft.EnterpriseKnowledgeGraph/services/ontology/write; Microsoft.EnterpriseKnowledgeGraph/services/delete; Microsoft.EnterpriseKnowledgeGraph/operations/read","","",""
"Guest Configuration Resource Contributor","088ab73d-1256-47ae-bea9-9de8e7131f31","Lets you read, write Guest Configuration Resource.","Builtin","0","","","/","false","False","Microsoft.GuestConfiguration/guestConfigurationAssignments/write; Microsoft.GuestConfiguration/guestConfigurationAssignments/read; Microsoft.GuestConfiguration/guestConfigurationAssignments/*/read; Microsoft.Resources/deployments/*","","",""
"HDInsight Cluster Operator","61ed4efc-fab3-44fd-b111-e24485cc132a","Lets you read and modify HDInsight cluster configurations.","Builtin","0","","","/","false","False","Microsoft.HDInsight/*/read; Microsoft.HDInsight/clusters/getGatewaySettings/action; Microsoft.HDInsight/clusters/updateGatewaySettings/action; Microsoft.HDInsight/clusters/configurations/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Resources/deployments/operations/read; Microsoft.Insights/alertRules/*; Microsoft.Authorization/*/read; Microsoft.Support/*","","",""
"HDInsight Domain Services Contributor","8d8d5a11-05d3-4bda-a417-a08778121c7c","Can Read, Create, Modify and Delete Domain Services related operations needed for HDInsight Enterprise Security Package","Builtin","0","","","/","false","False","Microsoft.AAD/*/read; Microsoft.AAD/domainServices/*/read; Microsoft.AAD/domainServices/oucontainer/*","","",""
"Hierarchy Settings Administrator","350f8d15-c687-4448-8ae1-157740a3936d","Allows users to edit and delete Hierarchy Settings","Builtin","0","","","/","false","False","Microsoft.Management/managementGroups/settings/write; Microsoft.Management/managementGroups/settings/delete","","",""
"Hybrid Server Onboarding","5d1e5ee4-7c68-4a71-ac8b-0739630a3dfb","Can onboard new Hybrid servers to the Hybrid Resource Provider.","Builtin","0","","","/","false","False","Microsoft.HybridCompute/machines/read; Microsoft.HybridCompute/machines/write","","",""
"Hybrid Server Resource Administrator","48b40c6e-82e0-4eb3-90d5-19e40f49b624","Can read, write, delete, and re-onboard Hybrid servers to the Hybrid Resource Provider.","Builtin","0","","","/","false","False","Microsoft.HybridCompute/machines/*; Microsoft.HybridCompute/*/read","","",""
"Integration Service Environment Contributor","a41e2c5b-bd99-4a07-88f4-9bf657a760b8","Lets you manage integration service environments, but not access to them.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Support/*; Microsoft.Logic/integrationServiceEnvironments/*","","",""
"Integration Service Environment Developer","c7aa55d3-1abb-444a-a5ca-5e51e485d6ec","Allows developers to create and update workflows, integration accounts and API connections in integration service environments.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Support/*; Microsoft.Logic/integrationServiceEnvironments/read; Microsoft.Logic/integrationServiceEnvironments/*/join/action","","",""
"Intelligent Systems Account Contributor","03a6d094-3444-4b3d-88af-7477090a9e5e","Lets you manage Intelligent Systems accounts, but not access to them.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.IntelligentSystems/accounts/*; Microsoft.ResourceHealth/availabilityStatuses/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","",""
"IoT Hub Data Contributor","4fc6c259-987e-4a07-842e-c321cc9d413f","Allows for full access to IoT Hub data plane operations.","Builtin","0","","","/","true","False","","","Microsoft.Devices/IotHubs/*",""
"IoT Hub Data Reader","b447c946-2db7-41ec-983d-d8bf3b1c77e3","Allows for full read access to IoT Hub data-plane properties","Builtin","0","","","/","true","False","","","Microsoft.Devices/IotHubs/*/read; Microsoft.Devices/IotHubs/fileUpload/notifications/action",""
"IoT Hub Registry Contributor","4ea46cd5-c1b2-4a8e-910b-273211f9ce47","Allows for full access to IoT Hub device registry.","Builtin","0","","","/","true","False","","","Microsoft.Devices/IotHubs/devices/*",""
"IoT Hub Twin Contributor","494bdba2-168f-4f31-a0a1-191d2f7c028c","Allows for read and write access to all IoT Hub device and module twins.","Builtin","0","","","/","true","False","","","Microsoft.Devices/IotHubs/twins/*",""
"Key Vault Administrator","00482a5a-887f-4fb3-b363-3b7fe8e74483","Perform all data plane operations on a key vault and all objects in it, including certificates, keys, and secrets. Cannot manage key vault resources or manage role assignments. Only works for key vaults that use the 'Azure role-based access control' permission model.","Builtin","0","","","/","true","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*; Microsoft.KeyVault/checkNameAvailability/read; Microsoft.KeyVault/deletedVaults/read; Microsoft.KeyVault/locations/*/read; Microsoft.KeyVault/vaults/*/read; Microsoft.KeyVault/operations/read","","Microsoft.KeyVault/vaults/*",""
"Key Vault Certificates Officer","a4417e6f-fecd-4de8-b567-7b0420556985","Perform any action on the certificates of a key vault, except manage permissions. Only works for key vaults that use the 'Azure role-based access control' permission model.","Builtin","0","","","/","true","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*; Microsoft.KeyVault/checkNameAvailability/read; Microsoft.KeyVault/deletedVaults/read; Microsoft.KeyVault/locations/*/read; Microsoft.KeyVault/vaults/*/read; Microsoft.KeyVault/operations/read","","Microsoft.KeyVault/vaults/certificatecas/*; Microsoft.KeyVault/vaults/certificates/*",""
"Key Vault Contributor","f25e0fa2-a7c8-4377-a976-54943a77a395","Lets you manage key vaults, but not access to them.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.KeyVault/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","Microsoft.KeyVault/locations/deletedVaults/purge/action; Microsoft.KeyVault/hsmPools/*; Microsoft.KeyVault/managedHsms/*","",""
"Key Vault Crypto Officer","14b46e9e-c2b7-41b4-b07b-48a6ebf60603","Perform any action on the keys of a key vault, except manage permissions. Only works for key vaults that use the 'Azure role-based access control' permission model.","Builtin","0","","","/","true","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*; Microsoft.KeyVault/checkNameAvailability/read; Microsoft.KeyVault/deletedVaults/read; Microsoft.KeyVault/locations/*/read; Microsoft.KeyVault/vaults/*/read; Microsoft.KeyVault/operations/read","","Microsoft.KeyVault/vaults/keys/*; Microsoft.KeyVault/vaults/keyrotationpolicies/*",""
"Key Vault Crypto Service Encryption User","e147488a-f6f5-4113-8e2d-b22465e65bf6","Read metadata of keys and perform wrap/unwrap operations. Only works for key vaults that use the 'Azure role-based access control' permission model.","Builtin","0","","","/","true","False","Microsoft.EventGrid/eventSubscriptions/write; Microsoft.EventGrid/eventSubscriptions/read; Microsoft.EventGrid/eventSubscriptions/delete","","Microsoft.KeyVault/vaults/keys/read; Microsoft.KeyVault/vaults/keys/wrap/action; Microsoft.KeyVault/vaults/keys/unwrap/action",""
"Key Vault Crypto User","12338af0-0e69-4776-bea7-57ae8d297424","Perform cryptographic operations using keys. Only works for key vaults that use the 'Azure role-based access control' permission model.","Builtin","0","","","/","true","False","","","Microsoft.KeyVault/vaults/keys/read; Microsoft.KeyVault/vaults/keys/update/action; Microsoft.KeyVault/vaults/keys/backup/action; Microsoft.KeyVault/vaults/keys/encrypt/action; Microsoft.KeyVault/vaults/keys/decrypt/action; Microsoft.KeyVault/vaults/keys/wrap/action; Microsoft.KeyVault/vaults/keys/unwrap/action; Microsoft.KeyVault/vaults/keys/sign/action; Microsoft.KeyVault/vaults/keys/verify/action",""
"Key Vault Reader","21090545-7ca7-4776-b22c-e363652d74d2","Read metadata of key vaults and its certificates, keys, and secrets. Cannot read sensitive values such as secret contents or key material. Only works for key vaults that use the 'Azure role-based access control' permission model.","Builtin","0","","","/","true","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*; Microsoft.KeyVault/checkNameAvailability/read; Microsoft.KeyVault/deletedVaults/read; Microsoft.KeyVault/locations/*/read; Microsoft.KeyVault/vaults/*/read; Microsoft.KeyVault/operations/read","","Microsoft.KeyVault/vaults/*/read; Microsoft.KeyVault/vaults/secrets/readMetadata/action",""
"Key Vault Secrets Officer","b86a8fe4-44ce-4948-aee5-eccb2c155cd7","Perform any action on the secrets of a key vault, except manage permissions. Only works for key vaults that use the 'Azure role-based access control' permission model.","Builtin","0","","","/","true","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*; Microsoft.KeyVault/checkNameAvailability/read; Microsoft.KeyVault/deletedVaults/read; Microsoft.KeyVault/locations/*/read; Microsoft.KeyVault/vaults/*/read; Microsoft.KeyVault/operations/read","","Microsoft.KeyVault/vaults/secrets/*",""
"Key Vault Secrets User","4633458b-17de-408a-b874-0445c86b69e6","Read secret contents. Only works for key vaults that use the 'Azure role-based access control' permission model.","Builtin","0","","","/","true","False","","","Microsoft.KeyVault/vaults/secrets/getSecret/action; Microsoft.KeyVault/vaults/secrets/readMetadata/action",""
"Knowledge Consumer","ee361c5d-f7b5-4119-b4b6-892157c8f64c","Knowledge Read permission to consume Enterprise Graph Knowledge using entity search and graph query","Builtin","0","","","/","false","False","Microsoft.EnterpriseKnowledgeGraph/services/knowledge/read","","",""
"Kubernetes Cluster - Azure Arc Onboarding","34e09817-6cbe-4d01-b1a2-e0eac5743d41","Role definition to authorize any user/service to create connectedClusters resource","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/write; Microsoft.Resources/subscriptions/operationresults/read; Microsoft.Resources/subscriptions/read; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Kubernetes/connectedClusters/Write; Microsoft.Kubernetes/connectedClusters/read; Microsoft.Support/*","","",""
"Kubernetes Extension Contributor","85cb6faf-e071-4c9b-8136-154b5a04f717","Can create, update, get, list and delete Kubernetes Extensions, and get extension async operations","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.KubernetesConfiguration/extensions/write; Microsoft.KubernetesConfiguration/extensions/read; Microsoft.KubernetesConfiguration/extensions/delete; Microsoft.KubernetesConfiguration/extensions/operations/read","","",""
"Lab Assistant","ce40b423-cede-4313-a93f-9b28290b72e1","The lab assistant role","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.LabServices/labPlans/images/read; Microsoft.LabServices/labPlans/read; Microsoft.LabServices/labs/read; Microsoft.LabServices/labs/schedules/read; Microsoft.LabServices/labs/users/read; Microsoft.LabServices/labs/users/invite/action; Microsoft.LabServices/labs/virtualMachines/read; Microsoft.LabServices/labs/virtualMachines/start/action; Microsoft.LabServices/labs/virtualMachines/stop/action; Microsoft.LabServices/labs/virtualMachines/reimage/action; Microsoft.LabServices/labs/virtualMachines/redeploy/action; Microsoft.LabServices/locations/usages/read; Microsoft.LabServices/skus/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read","","",""
"Lab Contributor","5daaa2af-1fe8-407c-9122-bba179798270","The lab contributor role","Builtin","0","","","/","true","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.LabServices/labPlans/images/read; Microsoft.LabServices/labPlans/read; Microsoft.LabServices/labPlans/saveImage/action; Microsoft.LabServices/labs/read; Microsoft.LabServices/labs/write; Microsoft.LabServices/labs/delete; Microsoft.LabServices/labs/publish/action; Microsoft.LabServices/labs/syncGroup/action; Microsoft.LabServices/labs/schedules/read; Microsoft.LabServices/labs/schedules/write; Microsoft.LabServices/labs/schedules/delete; Microsoft.LabServices/labs/users/read; Microsoft.LabServices/labs/users/write; Microsoft.LabServices/labs/users/delete; Microsoft.LabServices/labs/users/invite/action; Microsoft.LabServices/labs/virtualMachines/read; Microsoft.LabServices/labs/virtualMachines/start/action; Microsoft.LabServices/labs/virtualMachines/stop/action; Microsoft.LabServices/labs/virtualMachines/reimage/action; Microsoft.LabServices/labs/virtualMachines/redeploy/action; Microsoft.LabServices/labs/virtualMachines/resetPassword/action; Microsoft.LabServices/locations/usages/read; Microsoft.LabServices/skus/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read","","Microsoft.LabServices/labPlans/createLab/action",""
"Lab Creator","b97fb8bc-a8b2-4522-a38b-dd33c7e65ead","Lets you create new labs under your Azure Lab Accounts.","Builtin","0","","","/","true","False","Microsoft.Authorization/*/read; Microsoft.LabServices/labAccounts/*/read; Microsoft.LabServices/labAccounts/createLab/action; Microsoft.LabServices/labAccounts/getPricingAndAvailability/action; Microsoft.LabServices/labAccounts/getRestrictionsAndUsage/action; Microsoft.Insights/alertRules/*; Microsoft.LabServices/labPlans/images/read; Microsoft.LabServices/labPlans/read; Microsoft.LabServices/labPlans/saveImage/action; Microsoft.LabServices/labs/read; Microsoft.LabServices/labs/schedules/read; Microsoft.LabServices/labs/users/read; Microsoft.LabServices/labs/virtualMachines/read; Microsoft.LabServices/locations/usages/read; Microsoft.LabServices/skus/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Support/*","","Microsoft.LabServices/labPlans/createLab/action",""
"Lab Operator","a36e6959-b6be-4b12-8e9f-ef4b474d304d","The lab operator role","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.Insights/alertRules/*; Microsoft.LabServices/labPlans/images/read; Microsoft.LabServices/labPlans/read; Microsoft.LabServices/labPlans/saveImage/action; Microsoft.LabServices/labs/publish/action; Microsoft.LabServices/labs/read; Microsoft.LabServices/labs/schedules/read; Microsoft.LabServices/labs/schedules/write; Microsoft.LabServices/labs/schedules/delete; Microsoft.LabServices/labs/users/read; Microsoft.LabServices/labs/users/write; Microsoft.LabServices/labs/users/delete; Microsoft.LabServices/labs/users/invite/action; Microsoft.LabServices/labs/virtualMachines/read; Microsoft.LabServices/labs/virtualMachines/start/action; Microsoft.LabServices/labs/virtualMachines/stop/action; Microsoft.LabServices/labs/virtualMachines/reimage/action; Microsoft.LabServices/labs/virtualMachines/redeploy/action; Microsoft.LabServices/labs/virtualMachines/resetPassword/action; Microsoft.LabServices/locations/usages/read; Microsoft.LabServices/skus/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read","","",""
"Lab Services Contributor","f69b8690-cc87-41d6-b77a-a4bc3c0a966f","The lab services contributor role","Builtin","0","","","/","true","False","Microsoft.LabServices/*; Microsoft.Insights/alertRules/*; Microsoft.Authorization/*/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read","","Microsoft.LabServices/labPlans/createLab/action",""
"Lab Services Reader","2a5c394f-5eb7-4d4f-9c8e-e8eae39faebc","The lab services reader role","Builtin","0","","","/","false","False","Microsoft.LabServices/*/read; Microsoft.Authorization/*/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read","","",""
"Load Test Contributor","749a398d-560b-491b-bb21-08924219302e","View, create, update, delete and execute load tests. View and list load test resources but can not make any changes.","Builtin","0","","","/","true","False","Microsoft.LoadTestService/*/read; Microsoft.Authorization/*/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Insights/alertRules/*","","Microsoft.LoadTestService/loadtests/*",""
"Load Test Owner","45bb0b16-2f0c-4e78-afaa-a07599b003f6","Execute all operations on load test resources and load tests","Builtin","0","","","/","true","False","Microsoft.LoadTestService/*; Microsoft.Authorization/*/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Insights/alertRules/*","","Microsoft.LoadTestService/*",""
"Load Test Reader","3ae3fb29-0000-4ccd-bf80-542e7b26e081","View and list all load tests and load test resources but can not make any changes","Builtin","0","","","/","true","False","Microsoft.LoadTestService/*/read; Microsoft.Authorization/*/read; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Insights/alertRules/*","","Microsoft.LoadTestService/loadtests/readTest/action",""
"Log Analytics Contributor","92aaf0da-9dab-42b6-94a3-d43ce8d16293","Log Analytics Contributor can read all monitoring data and edit monitoring settings. Editing monitoring settings includes adding the VM extension to VMs; reading storage account keys to be able to configure collection of logs from Azure Storage; adding solutions; and configuring Azure diagnostics on all Azure resources.","Builtin","0","","","/","false","False","*/read; Microsoft.ClassicCompute/virtualMachines/extensions/*; Microsoft.ClassicStorage/storageAccounts/listKeys/action; Microsoft.Compute/virtualMachines/extensions/*; Microsoft.HybridCompute/machines/extensions/write; Microsoft.Insights/alertRules/*; Microsoft.Insights/diagnosticSettings/*; Microsoft.OperationalInsights/*; Microsoft.OperationsManagement/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/resourcegroups/deployments/*; Microsoft.Storage/storageAccounts/listKeys/action; Microsoft.Support/*","","",""
"Log Analytics Reader","73c42c96-874c-492b-b04d-ab87d138a893","Log Analytics Reader can view and search all monitoring data as well as and view monitoring settings, including viewing the configuration of Azure diagnostics on all Azure resources.","Builtin","0","","","/","false","False","*/read; Microsoft.OperationalInsights/workspaces/analytics/query/action; Microsoft.OperationalInsights/workspaces/search/action; Microsoft.Support/*","Microsoft.OperationalInsights/workspaces/sharedKeys/read","",""
"Logic App Contributor","87a39d53-fc1b-424a-814c-f7e04687dc9e","Lets you manage logic app, but not access to them.","Builtin","0","","","/","false","False","Microsoft.Authorization/*/read; Microsoft.ClassicStorage/storageAccounts/listKeys/action; Microsoft.ClassicStorage/storageAccounts/read; Microsoft.Insights/alertRules/*; Microsoft.Insights/metricAlerts/*; Microsoft.Insights/diagnosticSettings/*; Microsoft.Insights/logdefinitions/*; Microsoft.Insights/metricDefinitions/*; Microsoft.Logic/*; Microsoft.Resources/deployments/*; Microsoft.Resources/subscriptions/operationresults/read; Microsoft.Resources/subscriptions/resourceGroups/read; Microsoft.Storage/storageAccounts/listkeys/action; Microsoft.Storage/storageAccounts/read; Microsoft.Support/*; Microsoft.Web/connectionGateways/*; Microsoft.Web/connections/*; Microsoft.Web/customApis/*; Microsoft.Web/serverFarms/join/action; Microsoft.Web/serverFarms/read; Microsoft.Web/sites/functions/listSecrets/action","","",""
