"Type","ScopeMGLevel","Scope","ScopeId","PolicyDisplayName","PolicyDefinitionName","PolicyDefinitionId","PolicyEffect","PolicyCategory","UniqueAssignments","UsedInPolicySetsCount","UsedInPolicySet4CSV","CreatedOn","CreatedBy","UpdatedOn","UpdatedBy"
"BuiltIn","","","","[Preview]: Configure Azure Key Vaults with private endpoints","9d4fad1f-5189-4a42-b29e-cf7929c6b6df","/providers/microsoft.authorization/policydefinitions/9d4fad1f-5189-4a42-b29e-cf7929c6b6df","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Key Vault","0","0","","","","",""
"BuiltIn","","","","All network ports should be restricted on network security groups associated to your virtual machine","9daedab3-fb2d-461e-b861-71790eead4f6","/providers/microsoft.authorization/policydefinitions/9daedab3-fb2d-461e-b861-71790eead4f6","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Security Center","0","17","[Deprecated]: DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133); [Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); [Preview]: SWIFT CSP-CSCF v2020 (/providers/microsoft.authorization/policysetdefinitions/3e0c67fc-8c7c-406c-89bd-6b6bdc986a22); Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8); Canada Federal PBMM (/providers/microsoft.authorization/policysetdefinitions/4c4a5f27-de81-430b-b4e5-9cbd50595a87); CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab); IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d); ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2); New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f); PCI v3.2.1:2018 (/providers/microsoft.authorization/policysetdefinitions/496eeda9-8f2f-4d5e-8dfd-204f0a92ed41); UK OFFICIAL and UK NHS (/providers/microsoft.authorization/policysetdefinitions/3937f550-eedd-4639-9c5e-294358be442e)","","","",""
"BuiltIn","","","","Application definition for Managed Application should use customer provided storage account","9db7917b-1607-4e7d-a689-bca978dd0633","/providers/microsoft.authorization/policydefinitions/9db7917b-1607-4e7d-a689-bca978dd0633","Default: audit; Allowed: audit,deny,disabled","Managed Application","0","0","","","","",""
"BuiltIn","","","","Append a tag and its value from the resource group","9ea02ca2-71db-412d-8b00-7c7ca9fcd32d","/providers/microsoft.authorization/policydefinitions/9ea02ca2-71db-412d-8b00-7c7ca9fcd32d","Fixed: append","Tags","0","0","","","","",""
"BuiltIn","","","","Kubernetes clusters should not use the default namespace","9f061a12-e40d-4183-a00e-171812443373","/providers/microsoft.authorization/policydefinitions/9f061a12-e40d-4183-a00e-171812443373","Default: audit; Allowed: audit,deny,disabled","Kubernetes","0","1","Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8)","","","",""
"BuiltIn","","","","Container registries should have anonymous authentication disabled.","9f2dea28-e834-476c-99c5-3507b4728395","/providers/microsoft.authorization/policydefinitions/9f2dea28-e834-476c-99c5-3507b4728395","Default: Audit; Allowed: Audit,Deny,Disabled","Container Registry","0","0","","","","",""
"BuiltIn","","","","[Deprecated]: Show audit results from Windows VMs that are not set to the specified time zone","9f658460-46b7-43af-8565-94fc0662be38","/providers/microsoft.authorization/policydefinitions/9f658460-46b7-43af-8565-94fc0662be38","Fixed: auditIfNotExists","Guest Configuration","0","1","[Deprecated]: Audit Windows VMs that are not set to the specified time zone (/providers/microsoft.authorization/policysetdefinitions/538942d3-3fae-4fb6-9d94-744f9a51e7da)","","","",""
"BuiltIn","","","","Configure Storage account to use a private link connection","9f766f00-8d11-464e-80e1-4091d7874074","/providers/microsoft.authorization/policydefinitions/9f766f00-8d11-464e-80e1-4091d7874074","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Storage","0","0","","","","",""
"BuiltIn","","","","Configure Azure IoT Hub to disable local authentication","9f8ba900-a70f-486e-9ffc-faf907305376","/providers/microsoft.authorization/policydefinitions/9f8ba900-a70f-486e-9ffc-faf907305376","Default: Modify; Allowed: Modify,Disabled","Internet of Things","0","0","","","","",""
"BuiltIn","","","","[Deprecated]: Show audit results from Windows VMs on which the Log Analytics agent is not connected as expected","a030a57e-4639-4e8f-ade9-a92f33afe7ee","/providers/microsoft.authorization/policydefinitions/a030a57e-4639-4e8f-ade9-a92f33afe7ee","Fixed: auditIfNotExists","Guest Configuration","0","1","[Deprecated]: Audit Windows VMs on which the Log Analytics agent is not connected as expected (/providers/microsoft.authorization/policysetdefinitions/06c5e415-a662-463a-bb85-ede14286b979)","","","",""
"BuiltIn","","","","Azure Cognitive Search service should use a SKU that supports private link","a049bf77-880b-470f-ba6d-9f21c530cf83","/providers/microsoft.authorization/policydefinitions/a049bf77-880b-470f-ba6d-9f21c530cf83","Default: Audit; Allowed: Audit,Deny,Disabled","Search","0","5","FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)","","","",""
"BuiltIn","","","","Allowed resource types","a08ec900-254a-4555-9bf5-e42af04b5c5c","/providers/microsoft.authorization/policydefinitions/a08ec900-254a-4555-9bf5-e42af04b5c5c","Fixed: deny","General","0","0","","","","",""
"BuiltIn","","","","Cloud Services (extended support) role instances should be configured securely","a0c11ca4-5828-4384-a2f2-fd7444dd5b4d","/providers/microsoft.authorization/policydefinitions/a0c11ca4-5828-4384-a2f2-fd7444dd5b4d","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Security Center","0","0","","","","",""
"BuiltIn","","","","Configure Azure Machine Learning workspaces to disable public network access","a10ee784-7409-4941-b091-663697637c0f","/providers/microsoft.authorization/policydefinitions/a10ee784-7409-4941-b091-663697637c0f","Default: Modify; Allowed: Modify,Disabled","Machine Learning","0","0","","","","",""
"BuiltIn","","","","Security Center standard pricing tier should be selected","a1181c5f-672a-477a-979a-7d58aa086233","/providers/microsoft.authorization/policydefinitions/a1181c5f-672a-477a-979a-7d58aa086233","Default: Audit; Allowed: Audit,Disabled","Security Center","0","1","CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de)","","","",""
"BuiltIn","","","","All authorization rules except RootManageSharedAccessKey should be removed from Service Bus namespace","a1817ec0-a368-432a-8057-8371e17ac6ee","/providers/microsoft.authorization/policydefinitions/a1817ec0-a368-432a-8057-8371e17ac6ee","Default: Audit; Allowed: Audit,Deny,Disabled","Service Bus","0","2","[Preview]: Motion Picture Association of America (MPAA) (/providers/microsoft.authorization/policysetdefinitions/92646f03-e39d-47a9-9e24-58d60ef49af8); New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a)","","","",""
"BuiltIn","","","","[Preview]: Azure Kubernetes Service clusters should have Defender profile enabled","a1840de2-8088-4ea8-b153-b4c723e9cb01","/providers/microsoft.authorization/policydefinitions/a1840de2-8088-4ea8-b153-b4c723e9cb01","Default: Audit; Allowed: Audit,Disabled","Kubernetes","0","1","Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8)","","","",""
"BuiltIn","","","","Event Hub namespaces should use a customer-managed key for encryption","a1ad735a-e96f-45d2-a7b2-9a4932cab7ec","/providers/microsoft.authorization/policydefinitions/a1ad735a-e96f-45d2-a7b2-9a4932cab7ec","Default: Audit; Allowed: Audit,Disabled","Event Hub","0","6","[Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)","","","",""
"BuiltIn","","","","Deploy Diagnostic Settings for Logic Apps to Event Hub","a1dae6c7-13f3-48ea-a149-ff8442661f60","/providers/microsoft.authorization/policydefinitions/a1dae6c7-13f3-48ea-a149-ff8442661f60","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Monitoring","0","1","[Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6)","","","",""
"BuiltIn","","","","[Deprecated]: Show audit results from Windows VMs configurations in 'Administrative Templates - System'","a1e8dda3-9fd2-4835-aec3-0e55531fde33","/providers/microsoft.authorization/policydefinitions/a1e8dda3-9fd2-4835-aec3-0e55531fde33","Fixed: auditIfNotExists","Guest Configuration","0","1","[Deprecated]: Audit Windows VMs that do not match Azure compute security baseline settings (/providers/microsoft.authorization/policysetdefinitions/d618d658-b2d0-410e-9e2e-bfbfd04d09fa)","","","",""
"BuiltIn","","","","[Preview]: Guest Attestation extension should be installed on supported Linux virtual machines scale sets","a21f8c92-9e22-4f09-b759-50500d1d2dda","/providers/microsoft.authorization/policydefinitions/a21f8c92-9e22-4f09-b759-50500d1d2dda","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Security Center","0","1","Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8)","","","",""
"BuiltIn","","","","Certificates should be issued by the specified non-integrated certificate authority","a22f4a40-01d3-4c7d-8071-da157eeff341","/providers/microsoft.authorization/policydefinitions/a22f4a40-01d3-4c7d-8071-da157eeff341","Default: audit; Allowed: audit,deny,disabled","Key Vault","0","0","","","","",""
"BuiltIn","","","","Kubernetes clusters should not use specific security capabilities","a27c700f-8a22-44ec-961c-41625264370b","/providers/microsoft.authorization/policydefinitions/a27c700f-8a22-44ec-961c-41625264370b","Default: audit; Allowed: audit,deny,disabled","Kubernetes","0","0","","","","",""
"BuiltIn","","","","[Deprecated]: Show audit results from Windows VMs that are not joined to the specified domain","a29ee95c-0395-4515-9851-cc04ffe82a91","/providers/microsoft.authorization/policydefinitions/a29ee95c-0395-4515-9851-cc04ffe82a91","Fixed: auditIfNotExists","Guest Configuration","0","1","[Deprecated]: Audit Windows VMs that are not joined to the specified domain (/providers/microsoft.authorization/policysetdefinitions/6b3c1e80-8ae5-405b-b021-c23d13b3959f)","","","",""
"BuiltIn","","","","Resource logs in Azure Key Vault Managed HSM should be enabled","a2a5b911-5617-447e-a49e-59dbe0e0434b","/providers/microsoft.authorization/policydefinitions/a2a5b911-5617-447e-a49e-59dbe0e0434b","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Key Vault","0","3","[Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d); HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab)","","","",""
"BuiltIn","","","","Audit Windows machines that do not restrict the minimum password length to 14 characters","a2d0e922-65d0-40c4-8f87-ea6da2d307a2","/providers/microsoft.authorization/policydefinitions/a2d0e922-65d0-40c4-8f87-ea6da2d307a2","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Guest Configuration","0","15","[Deprecated]: DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133); [Preview]: Motion Picture Association of America (MPAA) (/providers/microsoft.authorization/policysetdefinitions/92646f03-e39d-47a9-9e24-58d60ef49af8); [Preview]: SWIFT CSP-CSCF v2020 (/providers/microsoft.authorization/policysetdefinitions/3e0c67fc-8c7c-406c-89bd-6b6bdc986a22); Audit machines with insecure password security settings (/providers/microsoft.authorization/policysetdefinitions/095e4ed9-c835-4ab6-9439-b5644362a06c); Canada Federal PBMM (/providers/microsoft.authorization/policysetdefinitions/4c4a5f27-de81-430b-b4e5-9cbd50595a87); CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d); ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f); PCI v3.2.1:2018 (/providers/microsoft.authorization/policysetdefinitions/496eeda9-8f2f-4d5e-8dfd-204f0a92ed41); UK OFFICIAL and UK NHS (/providers/microsoft.authorization/policysetdefinitions/3937f550-eedd-4639-9c5e-294358be442e)","","","",""
"BuiltIn","","","","[Deprecated]: Ensure CPU and memory resource limits defined on containers in AKS","a2d3ed81-8d11-4079-80a5-1faadc0024f4","/providers/microsoft.authorization/policydefinitions/a2d3ed81-8d11-4079-80a5-1faadc0024f4","Default: EnforceRegoPolicy; Allowed: EnforceRegoPolicy,Disabled","Kubernetes service","0","0","","","","",""
"BuiltIn","","","","[Preview]: Configure Association to link virtual machines to default Azure Security Center Data Collection Rule","a2ea54a3-9707-45e3-8230-bbda8309d17e","/providers/microsoft.authorization/policydefinitions/a2ea54a3-9707-45e3-8230-bbda8309d17e","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Security Center","0","1","[Preview]: Configure machines to automatically install the Azure Monitor and Azure Security agents on virtual machines (/providers/microsoft.authorization/policysetdefinitions/a15f3269-2e10-458c-87a4-d5989e678a73)","","","",""
"BuiltIn","","","","Configure Azure Arc-enabled servers to use an Azure Arc Private Link Scope","a3461c8c-6c9d-4e42-a644-40ba8a1abf49","/providers/microsoft.authorization/policydefinitions/a3461c8c-6c9d-4e42-a644-40ba8a1abf49","Default: Modify; Allowed: Modify,Disabled","Azure Arc","0","0","","","","",""
"BuiltIn","","","","Configure Container registries to disable public network access","a3701552-92ea-433e-9d17-33b7f1208fc9","/providers/microsoft.authorization/policydefinitions/a3701552-92ea-433e-9d17-33b7f1208fc9","Default: Modify; Allowed: Modify,Disabled","Container Registry","0","1","[Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6)","","","",""
"BuiltIn","","","","Log Analytics agent should be installed on your virtual machine scale sets for Azure Security Center monitoring","a3a6ea0c-e018-4933-9ef0-5aaa1501449b","/providers/microsoft.authorization/policydefinitions/a3a6ea0c-e018-4933-9ef0-5aaa1501449b","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Security Center","0","8","[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b); [Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)","","","",""
"BuiltIn","","","","Configure Linux virtual machines to run Azure Monitor Agent","a4034bc6-ae50-406d-bf76-50f4ee5a7811","/providers/microsoft.authorization/policydefinitions/a4034bc6-ae50-406d-bf76-50f4ee5a7811","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Monitoring","0","2","[Preview]: Configure machines to automatically install the Azure Monitor and Azure Security agents on virtual machines (/providers/microsoft.authorization/policysetdefinitions/a15f3269-2e10-458c-87a4-d5989e678a73); Configure Linux machines to run Azure Monitor Agent and associate them to a Data Collection Rule (/providers/microsoft.authorization/policysetdefinitions/118f04da-0375-44d1-84e3-0fd9e1849403)","","","",""
"BuiltIn","","","","Audit usage of custom RBAC rules","a451c1ef-c6ca-483d-87ed-f49761e3ffb5","/providers/microsoft.authorization/policydefinitions/a451c1ef-c6ca-483d-87ed-f49761e3ffb5","Default: Audit; Allowed: Audit,Disabled","General","0","17","[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92); [Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b); [Deprecated]: DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133); [Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); [Preview]: SWIFT CSP-CSCF v2020 (/providers/microsoft.authorization/policysetdefinitions/3e0c67fc-8c7c-406c-89bd-6b6bdc986a22); Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8); CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab); IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d); ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2); New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f); PCI v3.2.1:2018 (/providers/microsoft.authorization/policysetdefinitions/496eeda9-8f2f-4d5e-8dfd-204f0a92ed41)","","","",""
"BuiltIn","","","","Azure Monitor Private Link Scope should block access to non private link resources","a499fed8-bcc8-4195-b154-641f14743757","/providers/microsoft.authorization/policydefinitions/a499fed8-bcc8-4195-b154-641f14743757","Default: Audit; Allowed: Audit,Deny,Disabled","Monitoring","0","0","","","","",""
"BuiltIn","","","","Web Application should only be accessible over HTTPS","a4af4a39-4135-47fb-b175-47fbdf85311d","/providers/microsoft.authorization/policydefinitions/a4af4a39-4135-47fb-b175-47fbdf85311d","Default: Audit; Allowed: Audit,Disabled","App Service","0","22","[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92); [Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b); [Deprecated]: DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133); [Preview]: Australian Government ISM PROTECTED (/providers/microsoft.authorization/policysetdefinitions/27272c0b-c225-4cc3-b8b0-f2534b093077); [Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); [Preview]: SWIFT CSP-CSCF v2020 (/providers/microsoft.authorization/policysetdefinitions/3e0c67fc-8c7c-406c-89bd-6b6bdc986a22); Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8); Canada Federal PBMM (/providers/microsoft.authorization/policysetdefinitions/4c4a5f27-de81-430b-b4e5-9cbd50595a87); CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d); CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c); CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab); IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d); ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2); New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f); PCI v3.2.1:2018 (/providers/microsoft.authorization/policysetdefinitions/496eeda9-8f2f-4d5e-8dfd-204f0a92ed41); UK OFFICIAL and UK NHS (/providers/microsoft.authorization/policysetdefinitions/3937f550-eedd-4639-9c5e-294358be442e)","","","",""
"BuiltIn","","","","Log Analytics agent should be installed on your virtual machine for Azure Security Center monitoring","a4fe33eb-e377-4efb-ab31-0784311bc499","/providers/microsoft.authorization/policydefinitions/a4fe33eb-e377-4efb-ab31-0784311bc499","Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled","Security Center","0","8","[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b); [Preview]: RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6); Azure Security Benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8); FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f); FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693); NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9); NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f); NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)","","","",""
"BuiltIn","","","","Configure CosmosDB accounts to use private DNS zones","a63cc0bd-cda4-4178-b705-37dc439d3e0f","/providers/microsoft.authorization/policydefinitions/a63cc0bd-cda4-4178-b705-37dc439d3e0f","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Cosmos DB","0","0","","","","",""
"BuiltIn","","","","[Preview]: Azure Key Vaults should use private link","a6abeaec-4d90-4a02-805f-6b26c4d3fbe9","/providers/microsoft.authorization/policydefinitions/a6abeaec-4d90-4a02-805f-6b26c4d3fbe9","Default: Audit; Allowed: Audit,Deny,Disabled","Key Vault","0","0","","","","",""
"BuiltIn","","","","Configure Advanced Threat Protection to be enabled on Azure database for MariaDB servers","a6cf7411-da9e-49e2-aec0-cba0250eaf8c","/providers/microsoft.authorization/policydefinitions/a6cf7411-da9e-49e2-aec0-cba0250eaf8c","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","SQL","0","1","Configure Advanced Threat Protection to be enabled on open-source relational databases (/providers/microsoft.authorization/policysetdefinitions/e77fc0b3-f7e9-4c58-bc13-cb753ed8e46e)","","","",""
"BuiltIn","","","","Deploy - Configure diagnostic settings to an Event Hub to be enabled on Azure Key Vault Managed HSM","a6d2c800-5230-4a40-bff3-8268b4987d42","/providers/microsoft.authorization/policydefinitions/a6d2c800-5230-4a40-bff3-8268b4987d42","Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled","Key Vault","0","0","","","","",""
